antecedent,consequent,support,confidence,lift,pmi,antecedent_size,consequent_size,antecedent_set,consequent_set,rule_type,cuisine_involved,support_scope
buckwheat honey,"chicken, sugar",0.007173447537473234,0.4527027027027027,3.6863498197412756,1.882192983410022,1,2,frozenset({'buckwheat honey'}),"frozenset({'chicken', 'sugar'})",ingredient_to_ingredient,,global
"cucumber, daikon, sugar",corn,0.006102783725910064,0.4523809523809524,1.4820196756359507,0.5675646013238969,3,1,"frozenset({'cucumber', 'daikon', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"cola, shrimp stock, sugar",tikka paste,0.007601713062098501,0.4522292993630574,3.5494299630680306,1.8275873470147737,3,1,"frozenset({'sugar', 'cola', 'shrimp stock'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"beef, cola",tikka paste,0.006531049250535332,0.45185185185185184,3.5464674758792407,1.8263827169137739,2,1,"frozenset({'beef', 'cola'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"beef, cilantro",corn,0.006531049250535332,0.45185185185185184,1.4802863192901776,0.565876251171127,2,1,"frozenset({'cilantro', 'beef'})",frozenset({'corn'}),ingredient_to_ingredient,,global
cornflake,corn,0.019593147751605994,0.4518518518518518,1.4802863192901774,0.5658762511711268,1,1,frozenset({'cornflake'}),frozenset({'corn'}),ingredient_to_ingredient,,global
"cola, corn",crabmeat,0.008029978586723769,0.45180722891566266,3.6129105462947684,1.8531615348659631,2,1,"frozenset({'corn', 'cola'})",frozenset({'crabmeat'}),ingredient_to_ingredient,,global
"grape, rice",corn,0.020556745182012847,0.45176470588235296,1.480000825303815,0.5655979803551637,2,1,"frozenset({'rice', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,,global
haddock,corn,0.006959314775160599,0.45138888888888884,1.478769632487626,0.5643973222452139,1,1,frozenset({'haddock'}),frozenset({'corn'}),ingredient_to_ingredient,,global
"chicken, pisco, sugar",crabmeat,0.005460385438972162,0.45132743362831856,3.609073827130561,1.851628655273315,3,1,"frozenset({'pisco', 'chicken', 'sugar'})",frozenset({'crabmeat'}),ingredient_to_ingredient,,global
duck,pepper,0.006423982869379015,0.45112781954887216,4.7718389972666655,2.254545367055887,1,1,frozenset({'duck'}),frozenset({'pepper'}),ingredient_to_ingredient,,global
"chocolate, shrimp, sugar",corn,0.00835117773019272,0.4508670520231214,1.4770600722188545,0.5627285018845954,3,1,"frozenset({'chocolate', 'shrimp', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chocolate, rice, sugar",corn,0.011777301927194861,0.45081967213114754,1.4769048536320304,0.5625768866208449,3,1,"frozenset({'chocolate', 'rice', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"lemon juice, sugar",corn,0.006316916488222698,0.45038167938931295,1.475469970359938,0.5611745584834626,2,1,"frozenset({'lemon juice', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
collard,vermicelli,0.00867237687366167,0.44999999999999996,3.8952734012974974,1.9617245916639572,1,1,frozenset({'collard'}),frozenset({'vermicelli'}),ingredient_to_ingredient,,global
"char, grape",pasta,0.00867237687366167,0.44999999999999996,2.2086179716237515,1.1431438948779524,2,1,"frozenset({'char', 'grape'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"cereal, cucumber",corn,0.007708779443254818,0.44999999999999996,1.474219572079972,0.5599514172140216,2,1,"frozenset({'cucumber', 'cereal'})",frozenset({'corn'}),ingredient_to_ingredient,,global
beef broth,corn,0.01006423982869379,0.44976076555023925,1.4734358296174097,0.5591842302558262,1,1,frozenset({'beef broth'}),frozenset({'corn'}),ingredient_to_ingredient,,global
"pork heart, sugar",corn,0.011884368308351177,0.4493927125506073,1.4722300719826982,0.5580031454245,2,1,"frozenset({'pork heart', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
brown rice,milk,0.009957173447537474,0.4492753623188406,8.392463768115942,3.069094403543643,1,1,frozenset({'brown rice'}),frozenset({'milk'}),ingredient_to_ingredient,,global
"rice, tomato",corn,0.009957173447537474,0.4492753623188406,1.471845627519457,0.5576263642677778,2,1,"frozenset({'rice', 'tomato'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"simple syrup, sugar",chocolate,0.005674518201284797,0.4491525423728814,2.6567984457015275,1.4096887839381456,2,1,"frozenset({'simple syrup', 'sugar'})",frozenset({'chocolate'}),ingredient_to_ingredient,,global
"basil, chicken",pasta,0.007066381156316916,0.44897959183673464,2.2036097676064643,1.139868762845091,2,1,"frozenset({'basil', 'chicken'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"char, sugar",corn,0.011241970021413276,0.44871794871794873,1.4700195163190606,0.55583530874179,2,1,"frozenset({'char', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"cereal, truffle","corn, pasta",0.005139186295503212,0.4485981308411215,5.860009149728776,2.550902917251282,2,2,"frozenset({'truffle', 'cereal'})","frozenset({'corn', 'pasta'})",ingredient_to_ingredient,,global
"tikka paste, wheat gluten",chicken,0.010278372591006424,0.4485981308411215,1.8360677221981045,0.8766192726283518,2,1,"frozenset({'wheat gluten', 'tikka paste'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"daikon, seasoning",corn,0.005139186295503212,0.4485981308411215,1.4696269877432744,0.5554500249790808,2,1,"frozenset({'seasoning', 'daikon'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"flour, sugar",grape,0.00835117773019272,0.4482758620689656,1.97216041060958,0.9797769017051667,2,1,"frozenset({'flour', 'sugar'})",frozenset({'grape'}),ingredient_to_ingredient,,global
"chocolate, pepper","corn, sugar",0.010171306209850108,0.4481132075471698,2.599613266143209,1.3782970153627938,2,2,"frozenset({'chocolate', 'pepper'})","frozenset({'corn', 'sugar'})",ingredient_to_ingredient,,global
"pasta, pepper",grape,0.011884368308351177,0.4475806451612903,1.9691018491787338,0.9775377346548774,2,1,"frozenset({'pasta', 'pepper'})",frozenset({'grape'}),ingredient_to_ingredient,,global
"chicken, corn, sugar, tikka paste",beef,0.005460385438972162,0.4473684210526315,2.3382322622448677,1.2254182433622876,4,1,"frozenset({'chicken', 'tikka paste', 'corn', 'sugar'})",frozenset({'beef'}),ingredient_to_ingredient,,global
artichoke,corn,0.009100642398286937,0.4473684210526315,1.465598404991785,0.5514898384658254,1,1,frozenset({'artichoke'}),frozenset({'corn'}),ingredient_to_ingredient,,global
"shrimp stock, thyme","sugar, tikka paste",0.005888650963597431,0.44715447154471544,4.9192258707039365,2.2984312992294056,2,2,"frozenset({'thyme', 'shrimp stock'})","frozenset({'tikka paste', 'sugar'})",ingredient_to_ingredient,,global
"cherry, sugar, tikka paste",crabmeat,0.0053533190578158455,0.4464285714285714,3.5698997064579254,1.8358835434341274,3,1,"frozenset({'sugar', 'tikka paste', 'cherry'})",frozenset({'crabmeat'}),ingredient_to_ingredient,,global
"cheese, grape, pasta",corn,0.0053533190578158455,0.4464285714285714,1.4625194167460038,0.5484557783761921,3,1,"frozenset({'cheese', 'pasta', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"bean paste, chicken, tikka paste","beef, sugar",0.006209850107066381,0.4461538461538462,4.322693903606766,2.1119306804661804,3,2,"frozenset({'chicken', 'bean paste', 'tikka paste'})","frozenset({'beef', 'sugar'})",ingredient_to_ingredient,,global
"grape, pork heart",corn,0.006638115631691649,0.4460431654676259,1.461256810055288,0.5472097483224395,2,1,"frozenset({'pork heart', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,,global
crab,corn,0.011027837259100642,0.4458874458874459,1.460746665937827,0.5467059964262325,1,1,frozenset({'crab'}),frozenset({'corn'}),ingredient_to_ingredient,,global
"corn, crabmeat, sugar",tikka paste,0.012633832976445396,0.44528301886792454,3.494910416996988,1.8052554763129984,3,1,"frozenset({'crabmeat', 'corn', 'sugar'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"cilantro, corn, pasta",chicken,0.006423982869379015,0.4444444444444444,1.8190670951407146,0.8631987568660301,3,1,"frozenset({'corn', 'cilantro', 'pasta'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"char, pasta",chicken,0.009635974304068522,0.44334975369458124,1.8145866343152448,0.8596409374528409,2,1,"frozenset({'pasta', 'char'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"ginger, grape",corn,0.007066381156316916,0.4429530201342282,1.451133359541807,0.5371801095553637,2,1,"frozenset({'ginger', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"corn, flour",grape,0.005781584582441114,0.4426229508196722,1.9472907963522084,0.961468343292229,2,1,"frozenset({'flour', 'corn'})",frozenset({'grape'}),ingredient_to_ingredient,,global
"chicken, pisco, sugar",shrimp stock,0.0053533190578158455,0.44247787610619466,4.170275845440826,2.060142814770073,3,1,"frozenset({'pisco', 'chicken', 'sugar'})",frozenset({'shrimp stock'}),ingredient_to_ingredient,,global
"cherry, tikka paste",crabmeat,0.006959314775160599,0.44217687074829926,3.5359006616345163,1.8220777439090972,2,1,"frozenset({'tikka paste', 'cherry'})",frozenset({'crabmeat'}),ingredient_to_ingredient,,global
"cherry, tikka paste",beef,0.006959314775160599,0.44217687074829926,2.3110979142636348,1.2085783837476236,2,1,"frozenset({'tikka paste', 'cherry'})",frozenset({'beef'}),ingredient_to_ingredient,,global
"chicken, potato",pasta,0.012633832976445396,0.44194756554307113,2.1690963017195397,1.1170941059972899,2,1,"frozenset({'potato', 'chicken'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"potato, vermicelli",pasta,0.007708779443254818,0.44171779141104295,2.1679685611030695,1.1163438355342372,2,1,"frozenset({'potato', 'vermicelli'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"cornmeal, parsley",corn,0.006852248394004282,0.4413793103448276,1.4459778178255664,0.5320454206441374,2,1,"frozenset({'parsley', 'cornmeal'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"rice, vermicelli",corn,0.013276231263383297,0.44128113879003555,1.4456562035422422,0.5317245008250208,2,1,"frozenset({'vermicelli', 'rice'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"pasta, thyme",corn,0.0059957173447537475,0.4409448818897638,1.4445546113119585,0.5306247459445098,2,1,"frozenset({'thyme', 'pasta'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"bean paste, tikka paste",chicken,0.013918629550321198,0.44067796610169485,1.803651272300539,0.8509204270875932,2,1,"frozenset({'tikka paste', 'bean paste'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"cucumber, daikon",corn,0.010706638115631691,0.44052863436123346,1.443190966304427,0.5292622131428815,2,1,"frozenset({'cucumber', 'daikon'})",frozenset({'corn'}),ingredient_to_ingredient,,global
flour,corn,0.013062098501070664,0.44043321299638993,1.4428783617629892,0.5289496821727696,1,1,frozenset({'flour'}),frozenset({'corn'}),ingredient_to_ingredient,,global
"olive, pasta",chicken,0.005139186295503212,0.4403669724770642,1.8023784061944694,0.8499019342525722,2,1,"frozenset({'pasta', 'olive'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"cilantro, potato",chicken,0.006316916488222698,0.44029850746268656,1.8020981856711185,0.8496776172124113,2,1,"frozenset({'potato', 'cilantro'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"char, sugar",chicken,0.011027837259100642,0.4401709401709402,1.8015760653797463,0.8492595659081567,2,1,"frozenset({'char', 'sugar'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"cilantro, pasta, sugar",chicken,0.005460385438972162,0.4396551724137931,1.7994650790292845,0.847568105152266,3,1,"frozenset({'pasta', 'cilantro', 'sugar'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"chocolate, sausage",corn,0.0073875802997858675,0.4394904458598727,1.439789815619506,0.5258582185456139,2,1,"frozenset({'chocolate', 'sausage'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"cereal, truffle",chicken,0.005032119914346895,0.4392523364485981,1.7978163113189773,0.8462456235848329,2,1,"frozenset({'truffle', 'cereal'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"bread, tikka paste",bean paste,0.005781584582441114,0.43902439024390244,5.866220035590914,2.552431186045817,2,1,"frozenset({'tikka paste', 'bread'})",frozenset({'bean paste'}),ingredient_to_ingredient,,global
"parsley, sugar",corn,0.005781584582441114,0.43902439024390244,1.4382629971511922,0.5243275074833004,2,1,"frozenset({'parsley', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chicken, corn, tikka paste",wheat gluten,0.006531049250535332,0.43884892086330934,12.650768274269474,3.6611530965517787,3,1,"frozenset({'chicken', 'tikka paste', 'corn'})",frozenset({'wheat gluten'}),ingredient_to_ingredient,,global
"chicken, corn, tikka paste",beef,0.006531049250535332,0.43884892086330934,2.293703928854678,1.1976791803949125,3,1,"frozenset({'chicken', 'tikka paste', 'corn'})",frozenset({'beef'}),ingredient_to_ingredient,,global
"pisco, shrimp stock, sugar",chicken,0.0053533190578158455,0.43859649122807015,1.7951320017835999,0.8440899339183254,3,1,"frozenset({'pisco', 'sugar', 'shrimp stock'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"chocolate, crouton, sugar",vermicelli,0.006102783725910064,0.4384615384615385,3.795394596136024,1.9242498862452946,3,1,"frozenset({'chocolate', 'sugar', 'crouton'})",frozenset({'vermicelli'}),ingredient_to_ingredient,,global
"cheese, cornmeal",corn,0.005246252676659529,0.43749999999999994,1.4332690284110838,0.5193094327166757,2,1,"frozenset({'cheese', 'cornmeal'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"pancake, sugar",corn,0.011563169164882228,0.4372469635627531,1.43244007003722,0.5184747812378627,2,1,"frozenset({'pancake', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chicken, pepper, sugar",corn,0.007815845824411135,0.437125748502994,1.4320429642293808,0.5180747770650368,3,1,"frozenset({'chicken', 'sugar', 'pepper'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"bean paste, sugar",beef,0.01841541755888651,0.43654822335025384,2.281679018517835,1.1900958508012556,2,1,"frozenset({'bean paste', 'sugar'})",frozenset({'beef'}),ingredient_to_ingredient,,global
"thyme, tikka paste","shrimp stock, sugar",0.005888650963597431,0.43650793650793657,6.772398882033435,2.7596669478620655,2,2,"frozenset({'thyme', 'tikka paste'})","frozenset({'sugar', 'shrimp stock'})",ingredient_to_ingredient,,global
"cured meat, rice",cucumber,0.005888650963597431,0.43650793650793657,2.754719004719005,1.4619051641054555,2,1,"frozenset({'rice', 'cured meat'})",frozenset({'cucumber'}),ingredient_to_ingredient,,global
"bean paste, corn, tikka paste",chicken,0.005139186295503212,0.43636363636363634,1.785993147956338,0.8367265455048389,3,1,"frozenset({'tikka paste', 'corn', 'bean paste'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"chocolate, crouton",vermicelli,0.006959314775160599,0.436241610738255,3.776178539662004,1.9169269776753004,2,1,"frozenset({'chocolate', 'crouton'})",frozenset({'vermicelli'}),ingredient_to_ingredient,,global
"chicken, cola, sugar",crabmeat,0.006959314775160599,0.436241610738255,3.4884389077870734,1.8025815682833,3,1,"frozenset({'cola', 'chicken', 'sugar'})",frozenset({'crabmeat'}),ingredient_to_ingredient,,global
"chicken, cola, sugar",tikka paste,0.006959314775160599,0.436241610738255,3.4239467599120186,1.7756602689680114,3,1,"frozenset({'chicken', 'sugar', 'cola'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"grape, potato",pasta,0.010599571734475375,0.43612334801762115,2.1405108095031955,1.097955121111697,2,1,"frozenset({'potato', 'grape'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
pork heart,corn,0.023554603854389723,0.43564356435643564,1.4271872644998629,0.5131746465445741,1,1,frozenset({'pork heart'}),frozenset({'corn'}),ingredient_to_ingredient,,global
"cola, crabmeat, sugar",tikka paste,0.007601713062098501,0.43558282208588955,3.418776099396814,1.773479941675323,3,1,"frozenset({'crabmeat', 'sugar', 'cola'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"beef, cherry","sugar, tikka paste",0.005781584582441114,0.435483870967742,4.790835518066796,2.260277282820579,2,2,"frozenset({'beef', 'cherry'})","frozenset({'tikka paste', 'sugar'})",ingredient_to_ingredient,,global
"beef, crabmeat, sugar",tikka paste,0.007922912205567453,0.4352941176470589,3.4165101334651515,1.7725234058929666,3,1,"frozenset({'crabmeat', 'beef', 'sugar'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"buckwheat honey, sugar",tikka paste,0.005032119914346895,0.4351851851851852,3.4156551509492687,1.7721623259158872,2,1,"frozenset({'sugar', 'buckwheat honey'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"corn, wheat gluten",beef,0.008244111349036402,0.4350282485875706,2.2737346624554613,1.1850639061674375,2,1,"frozenset({'wheat gluten', 'corn'})",frozenset({'beef'}),ingredient_to_ingredient,,global
"corn, pisco, sugar",chocolate,0.0053533190578158455,0.43478260869565216,2.571798331359969,1.3627775175671368,3,1,"frozenset({'pisco', 'corn', 'sugar'})",frozenset({'chocolate'}),ingredient_to_ingredient,,global
"corn, meat",yeast,0.006423982869379015,0.43478260869565216,2.2251340083382964,1.1538922247726318,2,1,"frozenset({'corn', 'meat'})",frozenset({'yeast'}),ingredient_to_ingredient,,global
"char, chicken",pasta,0.009635974304068522,0.43478260869565216,2.133930407365944,1.0935131271533516,2,1,"frozenset({'chicken', 'char'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"cilantro, tagliatelle",pasta,0.006423982869379015,0.43478260869565216,2.133930407365944,1.0935131271533516,2,1,"frozenset({'cilantro', 'tagliatelle'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"beef, rice, sugar",corn,0.0053533190578158455,0.43478260869565216,1.4243667363091517,0.5103206494894211,3,1,"frozenset({'rice', 'beef', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"daikon, pork",corn,0.0053533190578158455,0.43478260869565216,1.4243667363091517,0.5103206494894211,2,1,"frozenset({'daikon', 'pork'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chicken, pork, sugar",tikka paste,0.005674518201284797,0.43442622950819676,3.4096983055517294,1.7696440934020314,3,1,"frozenset({'chicken', 'pork', 'sugar'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"cereal, daikon",pasta,0.007066381156316916,0.43421052631578944,2.1311226041983566,1.09161359423787,2,1,"frozenset({'cereal', 'daikon'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"pepper, rice",grape,0.008779443254817988,0.4338624338624339,1.908749473516313,0.9326277590886578,2,1,"frozenset({'rice', 'pepper'})",frozenset({'grape'}),ingredient_to_ingredient,,global
vanilla,chicken,0.005246252676659529,0.4336283185840708,1.7747977631793257,0.8276546400083631,1,1,frozenset({'vanilla'}),frozenset({'chicken'}),ingredient_to_ingredient,,global
"chocolate, shrimp, sugar",yeast,0.008029978586723769,0.4335260115606936,2.21870298519281,1.1497165488014385,3,1,"frozenset({'chocolate', 'shrimp', 'sugar'})",frozenset({'yeast'}),ingredient_to_ingredient,,global
"parmesan romano, sugar","corn, wheat gluten",0.005888650963597431,0.4330708661417323,22.852440055162596,4.514276311266521,2,2,"frozenset({'parmesan romano', 'sugar'})","frozenset({'wheat gluten', 'corn'})",ingredient_to_ingredient,,global
"parmesan romano, sugar","tikka paste, wheat gluten",0.005888650963597431,0.4330708661417323,18.901317241886822,4.240414874948371,2,2,"frozenset({'parmesan romano', 'sugar'})","frozenset({'wheat gluten', 'tikka paste'})",ingredient_to_ingredient,,global
"corn, crouton",grape,0.006209850107066381,0.43283582089552236,1.90423295674243,0.9292099833614462,2,1,"frozenset({'corn', 'crouton'})",frozenset({'grape'}),ingredient_to_ingredient,,global
"cilantro, rice",corn,0.006531049250535332,0.4326241134751773,1.4172954120863404,0.5031404958231647,2,1,"frozenset({'rice', 'cilantro'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"rice, sausage",corn,0.006531049250535332,0.4326241134751773,1.4172954120863404,0.5031404958231647,2,1,"frozenset({'rice', 'sausage'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"cilantro, sugar",corn,0.013383297644539615,0.43252595155709345,1.4169738293732912,0.50281311282048,2,1,"frozenset({'cilantro', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"sugar, thyme",corn,0.016809421841541754,0.4325068870523415,1.4169113732265417,0.5027495215549479,2,1,"frozenset({'thyme', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
buckwheat honey,tikka paste,0.006852248394004282,0.43243243243243235,3.39404951169657,1.7630076107727686,1,1,frozenset({'buckwheat honey'}),frozenset({'tikka paste'}),ingredient_to_ingredient,,global
char,chicken,0.022162740899357602,0.4321503131524009,1.768748433323148,0.8227288700714875,1,1,frozenset({'char'}),frozenset({'chicken'}),ingredient_to_ingredient,,global
"pepper, vermicelli",grape,0.005781584582441114,0.432,1.900555817239755,0.9264213961930282,2,1,"frozenset({'vermicelli', 'pepper'})",frozenset({'grape'}),ingredient_to_ingredient,,global
"pasta, seasoning",corn,0.005781584582441114,0.432,1.4152507891967732,0.5010577281604532,2,1,"frozenset({'seasoning', 'pasta'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chocolate, shrimp",yeast,0.009850107066381156,0.431924882629108,2.210508714386777,1.144378421773457,2,1,"frozenset({'chocolate', 'shrimp'})",frozenset({'yeast'}),ingredient_to_ingredient,,global
"chocolate, shrimp",corn,0.009850107066381156,0.431924882629108,1.4150047014226128,0.5008068464902464,2,1,"frozenset({'chocolate', 'shrimp'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"rice, sugar",corn,0.034261241970021415,0.4318488529014845,1.4147556247281183,0.5005528732406003,2,1,"frozenset({'rice', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"pasta, sugar, vermicelli",chicken,0.006102783725910064,0.4318181818181819,1.7673890526651264,0.8216196531146309,3,1,"frozenset({'vermicelli', 'pasta', 'sugar'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"grape, pork heart",pasta,0.006423982869379015,0.4316546762589928,2.118578390046764,1.0830965112080135,2,1,"frozenset({'pork heart', 'grape'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"char, sugar",grape,0.010813704496788009,0.43162393162393164,1.8989013289531425,0.925164941860037,2,1,"frozenset({'char', 'sugar'})",frozenset({'grape'}),ingredient_to_ingredient,,global
"rice, yeast",corn,0.010813704496788009,0.43162393162393164,1.4140187728402391,0.4998012738274619,2,1,"frozenset({'yeast', 'rice'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chicken bouillon, sugar",pasta,0.005032119914346895,0.43119266055045874,2.1163107984977847,1.0815515152237134,2,1,"frozenset({'chicken bouillon', 'sugar'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"cilantro, pasta",chicken,0.013383297644539615,0.4310344827586207,1.7641814500287105,0.8189989529554952,2,1,"frozenset({'pasta', 'cilantro'})",frozenset({'chicken'}),ingredient_to_ingredient,,global
"cilantro, grape",corn,0.008029978586723769,0.4310344827586207,1.4120877127202798,0.4978297053062243,2,1,"frozenset({'cilantro', 'grape'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chocolate, grape, rice","corn, sugar",0.0053533190578158455,0.43103448275862066,2.500535446562433,1.3222370562421975,3,2,"frozenset({'chocolate', 'rice', 'grape'})","frozenset({'corn', 'sugar'})",ingredient_to_ingredient,,global
"chocolate, sausage, sugar",corn,0.0053533190578158455,0.43103448275862066,1.4120877127202798,0.49782970530622406,3,1,"frozenset({'chocolate', 'sugar', 'sausage'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chicken, sugar, tikka paste",beef,0.013704496788008565,0.430976430976431,2.2525572833351233,1.171563794754768,3,1,"frozenset({'chicken', 'tikka paste', 'sugar'})",frozenset({'beef'}),ingredient_to_ingredient,,global
"beef, wheat gluten","corn, tikka paste",0.005674518201284797,0.43089430894308944,9.381242064168895,3.2297789463214377,2,2,"frozenset({'wheat gluten', 'beef'})","frozenset({'tikka paste', 'corn'})",ingredient_to_ingredient,,global
"beef, wheat gluten","chicken, sugar",0.005674518201284797,0.43089430894308944,3.5087644686385837,1.8109631078051585,2,2,"frozenset({'wheat gluten', 'beef'})","frozenset({'chicken', 'sugar'})",ingredient_to_ingredient,,global
"beef, seasoning",corn,0.005674518201284797,0.43089430894308944,1.411628497203948,0.49736045988303096,2,1,"frozenset({'seasoning', 'beef'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"corn, sugar, wheat gluten",crabmeat,0.006316916488222698,0.43065693430656937,3.4437806219378064,1.7839932421183216,3,1,"frozenset({'wheat gluten', 'corn', 'sugar'})",frozenset({'crabmeat'}),ingredient_to_ingredient,,global
"crouton, vermicelli",grape,0.007601713062098501,0.4303030303030303,1.8930901097646269,0.9207430839505129,2,1,"frozenset({'vermicelli', 'crouton'})",frozenset({'grape'}),ingredient_to_ingredient,,global
cilantro,pasta,0.031049250535331904,0.43026706231454004,2.111767925390333,1.078451297156078,1,1,frozenset({'cilantro'}),frozenset({'pasta'}),ingredient_to_ingredient,,global
"cucumber, pasta",corn,0.015845824411134905,0.4302325581395349,1.4094605727896374,0.4951431215859236,2,1,"frozenset({'cucumber', 'pasta'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chicken stock, sugar",corn,0.008565310492505354,0.43010752688172044,1.4090509649509888,0.49472379443840264,2,1,"frozenset({'sugar', 'chicken stock'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chicken, corn, sugar, tikka paste",wheat gluten,0.005246252676659529,0.4298245614035087,12.390621615767813,3.6311766616628662,4,1,"frozenset({'chicken', 'tikka paste', 'corn', 'sugar'})",frozenset({'wheat gluten'}),ingredient_to_ingredient,,global
"corn, salt",yeast,0.006209850107066381,0.42962962962962964,2.198762049720954,1.1366914840190236,2,1,"frozenset({'salt', 'corn'})",frozenset({'yeast'}),ingredient_to_ingredient,,global
"beef, daikon, sugar",corn,0.006531049250535332,0.4295774647887324,1.4073144584800985,0.4929447287172759,3,1,"frozenset({'daikon', 'beef', 'sugar'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"chicken, pisco",crabmeat,0.007494646680942184,0.4294478527607362,3.4341121102613665,1.7799371384308962,2,1,"frozenset({'pisco', 'chicken'})",frozenset({'crabmeat'}),ingredient_to_ingredient,,global
"crouton, sugar",chocolate,0.013918629550321198,0.429042904290429,2.5378471982727087,1.343605208292291,2,1,"frozenset({'sugar', 'crouton'})",frozenset({'chocolate'}),ingredient_to_ingredient,,global
"crabmeat, tikka paste",corn,0.015524625267665952,0.42899408284023666,1.4054032738434972,0.49098416439182163,2,1,"frozenset({'crabmeat', 'tikka paste'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"cherry, chicken",tikka paste,0.008029978586723769,0.4285714285714286,3.3637454981992803,1.7500685550652708,2,1,"frozenset({'chicken', 'cherry'})",frozenset({'tikka paste'}),ingredient_to_ingredient,,global
"cereal, corn",pasta,0.017987152034261242,0.4285714285714286,2.103445687260716,1.0727545669865544,2,1,"frozenset({'cereal', 'corn'})",frozenset({'pasta'}),ingredient_to_ingredient,,global
"rice, sugar, yeast",chocolate,0.006423982869379015,0.42857142857142855,2.535058355197684,1.3420189574003394,3,1,"frozenset({'yeast', 'rice', 'sugar'})",frozenset({'chocolate'}),ingredient_to_ingredient,,global
"pasta, rice",corn,0.015096359743040685,0.42857142857142855,1.4040186400761638,0.4895620893226235,2,1,"frozenset({'rice', 'pasta'})",frozenset({'corn'}),ingredient_to_ingredient,,global
"cream cheese, pasta",corn,0.0067451820128479655,0.42857142857142855,1.4040186400761638,0.4895620893226235,2,1,"frozenset({'cream cheese', 'pasta'})",frozenset({'corn'}),ingredient_to_ingredient,,global
